Date,Open,High,Low,Close,Adj Close,Volume
2008-05-19,23.880600,24.385599,23.693501,24.254700,13.828731,0
2008-05-20,23.837000,24.173700,23.718500,24.067600,13.722060,0
2008-05-21,24.067600,24.067600,23.381800,23.512699,13.405677,0
2008-05-23,23.506500,23.568800,23.244600,23.493999,13.395018,0
2008-05-26,23.512699,23.674801,23.076300,23.194700,13.224374,0
2008-05-27,23.157301,23.724701,22.932899,23.718500,13.523021,0
2008-05-28,23.961700,24.628799,23.637400,24.566500,14.006498,0
2008-05-29,23.961700,24.628799,23.637400,24.566500,14.006498,11763804
2008-05-30,24.105101,24.585199,24.067600,24.504101,13.970928,0
2008-06-02,24.105101,24.585199,24.067600,24.504101,13.970928,9081107
2008-06-03,24.067600,24.317101,23.631201,23.880600,13.622787,9327131
2008-06-04,23.818300,24.036501,23.263300,23.381800,13.338244,5525455
2008-06-05,23.257099,23.419201,22.882999,23.132401,13.195977,6685492
2008-06-06,23.444099,23.818300,23.188499,23.818300,13.587247,4983045
2008-06-09,23.244600,23.375500,22.452700,22.845600,13.032366,0
2008-06-10,22.552500,22.589899,21.960199,22.334299,12.740692,0
2008-06-11,22.421600,22.546301,21.592300,21.710800,12.385018,7143060
2008-06-12,21.947701,22.945299,21.741899,22.446501,12.804697,0
2008-06-13,22.602400,22.633600,22.259501,22.571199,12.875837,0
2008-06-16,22.633600,22.633600,22.141001,22.471500,12.818958,0
2008-06-17,22.752001,23.088699,22.614901,22.745800,12.975431,0
2008-06-18,22.465200,22.758301,22.078600,22.240801,12.687355,7391490
2008-06-19,22.184601,22.321800,21.860399,22.066200,12.587759,0
2008-06-20,21.854200,22.010099,21.199499,21.417700,12.217817,0
2008-06-23,21.642200,21.791800,21.031099,21.230700,12.111138,0
2008-06-24,21.012400,21.305500,20.794201,20.956301,11.954618,0
2008-06-25,21.099701,21.554899,20.987499,21.349100,12.178687,10352769
2008-06-26,20.825399,20.918900,20.438801,20.519899,11.705656,0
2008-06-27,20.588400,20.794201,20.307899,20.401400,11.638068,0
2008-06-30,20.451300,20.576000,20.077200,20.569700,11.810596,0
2008-07-01,20.139500,20.388901,19.734200,19.971201,11.466958,0
2008-07-02,20.388901,20.438801,19.877600,20.014799,11.499602,0
2008-07-03,20.014799,20.638300,19.516001,19.516001,11.213008,0
2008-07-04,19.509800,19.958700,19.422501,19.522200,11.216574,0
2008-07-07,19.890100,20.295401,19.391300,19.646900,11.288224,0
2008-07-08,19.640699,20.270500,19.204201,20.270500,11.646515,0
2008-07-10,19.890100,20.295401,19.703100,20.077200,11.535447,0
2008-07-11,19.890100,20.164400,19.578400,19.890100,11.427958,0
2008-07-14,20.289200,20.301600,19.678101,19.678101,11.306144,0
2008-07-15,19.335199,19.759199,18.817699,19.416201,11.155676,0
2008-07-16,19.416201,20.868999,19.416201,20.756800,11.925918,0
2008-07-17,21.106001,21.386499,20.713200,20.887699,12.001124,12406612
2008-07-18,21.230700,21.723200,20.887699,21.617201,12.420268,0
2008-07-21,21.729500,21.729500,21.374100,21.392799,12.291333,0
2008-07-22,21.074800,21.355400,20.831600,21.261801,12.216074,0
2008-07-23,21.511200,21.573601,21.056101,21.205700,12.183836,12022980
2008-07-24,21.292999,21.317900,20.388901,20.482500,11.768323,0
2008-07-25,20.139500,20.607100,20.014799,20.170700,11.589181,0
2008-07-28,20.451300,20.551001,19.746700,19.896299,11.431517,0
2008-07-29,null,null,null,null,null,null
2008-07-30,null,null,null,null,null,null
2008-07-31,null,null,null,null,null,null
2008-08-01,null,null,null,null,null,null
2008-08-04,null,null,null,null,null,null
2008-08-05,null,null,null,null,null,null
2008-08-06,null,null,null,null,null,null
2008-08-07,null,null,null,null,null,null
2008-08-08,null,null,null,null,null,null
2008-08-11,null,null,null,null,null,null
2008-08-12,null,null,null,null,null,null
2008-08-13,null,null,null,null,null,null
2008-08-14,null,null,null,null,null,null
2008-08-15,null,null,null,null,null,null
2008-08-18,18.830099,19.042101,18.206600,18.281401,10.503666,0
2008-08-19,18.007099,18.331301,17.932301,18.181700,10.446386,0
2008-08-20,18.537100,18.699200,18.381201,18.674200,10.729355,5702034
2008-08-21,18.799000,19.017200,18.337601,18.823900,10.815365,0
2008-08-22,19.017200,19.210501,18.736601,18.936100,10.879835,0
2008-08-25,18.986000,19.079500,18.350000,18.512100,10.636216,0
2008-08-26,18.268999,18.618099,17.994600,18.131800,10.417709,0
2008-08-27,18.331301,18.580700,18.032000,18.549500,10.657706,0
2008-08-28,18.954800,19.067101,18.761600,18.998501,10.915679,5810612
2008-08-29,19.060801,19.079500,18.580700,18.674200,10.729355,0
2008-09-01,18.643101,18.705400,18.256500,18.393700,10.568193,0
2008-09-02,18.512100,19.110701,18.449800,18.886200,10.858969,0
2008-09-03,19.017200,19.260401,18.780300,19.017200,10.934275,10316844
2008-09-04,19.004700,19.067101,18.393700,18.574499,10.679745,0
2008-09-05,18.175400,18.861300,18.113100,18.861300,10.844644,0
2008-09-08,19.827801,19.883900,18.780300,19.266600,11.077675,0
2008-09-09,19.079500,19.222900,18.331301,18.549500,10.665369,0
2008-09-10,18.705400,18.799000,17.957199,18.580700,10.683316,0
2008-09-11,18.119301,18.549500,17.844999,18.549500,10.665369,0
2008-09-12,18.649300,18.830099,18.113100,18.699200,10.751443,0
2008-09-15,17.595600,18.144300,17.146601,17.389799,9.998579,0
2008-09-16,16.710199,17.545700,16.149000,17.396000,10.002148,0
2008-09-17,17.202801,17.458401,16.068001,16.510700,9.493127,0
2008-09-18,16.710199,18.113100,16.149000,17.645500,10.145598,0
2008-09-19,18.805201,19.328899,18.455999,18.954800,10.898404,0
2008-09-22,19.048401,19.110701,18.393700,18.393700,10.575790,0
2008-09-23,18.156700,18.755301,17.882401,18.206600,10.468212,0
2008-09-24,18.649300,18.699200,18.019600,18.325100,10.536348,0
2008-09-25,18.487200,18.973499,18.331301,18.892500,10.862585,0
2008-09-26,18.331301,18.904900,18.181700,18.830099,10.826708,0
2008-09-29,18.088200,18.424900,16.629101,17.770201,10.217299,0
2008-09-30,18.131800,19.291500,17.551901,19.291500,11.092006,0
2008-10-01,19.017200,19.453600,18.393700,19.266600,11.077675,0
2008-10-02,18.923700,19.116899,17.221500,17.957199,10.331914,0
2008-10-03,18.206600,18.393700,16.772499,17.053101,9.811716,0
2008-10-06,16.018101,16.167700,14.085200,15.930800,9.165995,0
2008-10-07,15.494300,16.728901,15.201300,15.837300,9.112198,0
2008-10-08,14.621400,16.741400,14.322100,15.774900,9.076293,0
2008-10-09,16.398399,16.423401,14.646300,14.646300,8.426933,0
2008-10-10,12.782000,14.590200,12.782000,13.779700,7.928323,0
2008-10-13,15.014200,17.021900,14.714900,16.828600,9.682557,15108554
2008-10-14,17.863701,18.424900,16.953400,17.695299,10.181218,0
2008-10-15,16.647800,17.240200,14.733600,16.273701,9.363283,0
2008-10-16,16.336100,16.460800,13.966700,15.650200,9.004549,0
2008-10-17,15.076600,15.899600,14.758600,14.902000,8.574055,0
2008-10-20,15.145200,16.392200,15.026700,16.055500,9.237735,0
2008-10-21,15.506800,16.130301,15.369600,15.837300,9.112198,0
2008-10-22,15.307300,15.307300,13.910600,14.016600,8.064629,0
2008-10-23,14.004100,14.247300,12.782000,13.467900,7.748928,0
2008-10-24,12.015100,12.782000,12.008900,12.476500,7.178516,0
2008-10-27,12.345600,12.913000,11.934100,11.934100,6.866435,0
2008-10-28,12.819500,13.586400,12.582500,13.586400,7.817110,15651124
2008-10-29,13.966700,15.213700,13.405600,14.372000,8.269117,0
2008-10-30,15.213700,16.336100,15.095300,16.136600,9.284397,15695229
2008-10-31,15.587900,16.149000,15.089100,15.644000,9.000978,0
2008-11-03,15.587900,17.146601,15.587900,16.336100,9.399185,0
2008-11-04,17.021900,17.863701,16.585501,16.841101,9.697593,0
2008-11-05,16.822399,17.021900,15.400800,15.569100,8.965137,0
2008-11-06,15.076600,15.276100,14.434400,14.752300,8.494801,0
2008-11-07,14.995500,15.276100,14.577800,14.727400,8.480464,0
2008-11-10,15.525500,15.575400,14.714900,14.895800,8.577429,0
2008-11-11,14.652600,15.020500,14.110100,14.714900,8.473266,0
2008-11-12,14.340800,14.646300,13.443000,13.561400,7.809042,0
2008-11-13,13.430500,14.920700,13.418000,14.808500,8.527158,0
2008-11-14,14.970600,15.276100,14.216100,14.933200,8.598968,0
2008-11-17,14.527900,15.145200,14.359500,14.808500,8.527158,5158663
2008-11-18,14.353300,14.777300,13.679900,13.717300,7.898817,0
2008-11-19,13.723500,14.303400,13.156100,13.380600,7.704935,6327842
2008-11-21,12.782000,12.894300,11.815600,12.089900,6.961710,0
2008-11-24,12.869300,13.655000,12.626200,13.623800,7.844981,0
2008-11-25,13.374400,14.085200,13.224700,13.923100,8.017326,0
2008-11-26,13.686100,14.995500,13.642500,14.714900,8.473266,0
2008-11-27,14.652600,15.089100,14.621400,14.964300,8.616870,0
2008-11-28,14.964300,15.612800,14.839600,15.357200,8.843122,0
2008-12-01,14.777300,14.870800,14.135100,14.633900,8.426625,0
2008-12-02,14.839600,15.394600,14.590200,15.082800,8.692960,0
2008-12-03,14.989300,15.400800,14.652600,15.207500,8.764832,7841039
2008-12-04,15.276100,15.575400,14.951900,14.951900,8.617523,0
2008-12-05,14.746100,15.319700,14.241100,15.151400,8.732500,0
2008-12-08,15.587900,15.986900,15.288600,15.743700,9.073873,0
2008-12-09,15.924600,16.086700,15.500600,15.774900,9.091857,0
2008-12-10,16.086700,16.329800,15.481900,15.831000,9.124184,0
2008-12-11,15.774900,16.049299,15.213700,15.213700,8.768406,0
2008-12-12,14.565300,15.806100,14.565300,15.806100,9.109837,0
2008-12-15,15.606600,15.962000,15.182600,15.182600,8.750484,0
2008-12-16,15.681400,16.149000,15.469400,16.149000,9.307469,0
2008-12-17,16.205099,16.267500,15.718800,16.267500,9.375761,0
2008-12-18,16.280001,16.498199,15.575400,16.024300,9.235595,0
2008-12-19,15.955700,16.336100,15.307300,15.307300,8.822351,7283874
2008-12-22,15.581600,15.619000,14.665100,14.746100,8.498907,0
2008-12-23,14.902000,15.151400,14.153800,14.166300,8.164739,0
2008-12-26,null,null,null,null,null,null
2008-12-29,null,null,null,null,null,null
2008-12-30,null,null,null,null,null,null
2009-01-02,null,null,null,null,null,null
2009-01-05,null,null,null,null,null,null
2009-01-06,null,null,null,null,null,null
2009-01-07,null,null,null,null,null,null
2009-01-08,null,null,null,null,null,null
2009-01-09,null,null,null,null,null,null
2009-01-12,null,null,null,null,null,null
2009-01-13,null,null,null,null,null,null
2009-01-14,null,null,null,null,null,null
2009-01-15,null,null,null,null,null,null
2009-01-16,null,null,null,null,null,null
2009-01-19,null,null,null,null,null,null
2009-01-20,13.249700,13.430500,12.538900,12.538900,7.226791,0
2009-01-21,12.688500,13.149900,12.563800,13.149900,7.578937,0
2009-01-22,13.424300,13.424300,12.744600,13.031500,7.510698,0
2009-01-23,12.769600,13.449200,12.694700,13.168600,7.589715,0
2009-01-26,13.337000,13.555200,13.100000,13.187300,7.600493,0
2009-01-27,13.237200,13.368100,12.925500,12.931700,7.453178,0
2009-01-28,13.418000,13.542700,13.312000,13.530300,7.798179,0
2009-01-29,13.343200,13.361900,13.043900,13.125000,7.564585,0
2009-01-30,12.987800,13.262100,12.913000,12.969100,7.474735,0
2009-02-02,12.595000,12.906700,12.551300,12.626200,7.277105,0
2009-02-03,12.595000,12.707200,12.532600,12.657300,7.303441,0
2009-02-04,12.788300,13.237200,12.750900,13.031500,7.519354,0
2009-02-05,12.906700,13.704800,12.875600,13.467900,7.771163,10896141
2009-02-06,13.623800,14.228600,13.567700,14.110100,8.141727,0
2009-02-09,13.954300,14.266000,13.873200,14.135100,8.156145,0
2009-02-10,14.309700,14.665100,13.499100,13.761000,7.940289,0
2009-02-11,13.842000,14.290900,13.785900,13.991700,8.073406,0
2009-02-12,13.798400,13.910600,13.536500,13.605100,7.850332,0
2009-02-13,13.991700,14.060300,13.673700,14.060300,8.112994,0
2009-02-16,13.923100,13.985400,13.729800,13.985400,8.069773,0
2009-02-17,13.723500,13.754700,13.162400,13.424300,7.746007,0
2009-02-18,13.530300,13.655000,13.187300,13.499100,7.789171,0
2009-02-19,13.717300,13.717300,13.212300,13.343200,7.699212,0
2009-02-20,13.000300,13.118700,12.663600,12.788300,7.379028,0
2009-02-25,12.601200,13.405600,12.595000,13.093800,7.555313,0
2009-02-26,13.405600,13.573900,13.174900,13.187300,7.609252,0
2009-02-27,12.969100,13.312000,12.875600,12.906700,7.447349,0
2009-03-02,12.713500,12.900500,12.345600,12.420400,7.166744,0
2009-03-03,12.607500,12.657300,12.046300,12.351800,7.135519,11286990
2009-03-04,12.707200,13.050100,12.563800,12.994000,7.506505,0
2009-03-05,12.651100,12.906700,12.501500,12.719700,7.348046,0
2009-03-06,12.819500,13.218500,12.694700,13.012700,7.517311,0
2009-03-09,12.763300,13.062600,12.507700,12.638600,7.301197,0
2009-03-10,12.844400,13.399300,12.782000,13.399300,7.740647,0
2009-03-11,13.405600,13.592600,13.100000,13.280900,7.672244,0
2009-03-12,13.187300,13.704800,13.181100,13.630000,7.873919,0
2009-03-13,13.767200,13.835800,13.343200,13.530300,7.816318,0
2009-03-16,13.698600,13.966700,13.480400,13.605100,7.859534,0
2009-03-17,13.536500,13.842000,13.361900,13.842000,7.996386,0
2009-03-18,13.704800,14.328400,13.549000,14.110100,8.151270,0
2009-03-19,14.315900,14.328400,13.573900,13.717300,7.924352,0
2009-03-20,13.723500,13.736000,13.374400,13.411800,7.747862,0
2009-03-23,13.779700,14.453100,13.655000,14.403200,8.320590,0
2009-03-24,14.060300,14.340800,14.060300,14.097700,8.144106,0
2009-03-25,14.216100,14.608900,13.885700,14.216100,8.212502,0
2009-03-26,14.409400,14.746100,14.197400,14.621400,8.446642,0
2009-03-27,14.465500,14.802200,14.353300,14.702500,8.493491,0
2009-03-30,14.340800,14.453100,14.122600,14.241100,8.226943,0
2009-03-31,14.384500,14.602700,14.197400,14.403200,8.320590,0
2009-04-01,14.197400,14.858300,14.197400,14.827200,8.565530,0
2009-04-02,15.232400,15.494300,15.226200,15.257400,8.822703,0
2009-04-03,15.269900,15.587900,15.095300,15.587900,9.013816,0
2009-04-06,15.500600,15.756200,15.319700,15.743700,9.103911,0
2009-04-07,15.531700,15.924600,15.407000,15.650200,9.049847,0
2009-04-08,15.650200,15.937000,15.513000,15.849700,9.165209,0
2009-04-09,16.086700,16.523100,16.086700,16.491899,9.536558,0
2009-04-13,16.398399,16.554300,16.242500,16.491899,9.536558,0
2009-04-14,16.491899,16.523100,15.856000,15.937000,9.215690,10465838
2009-04-15,15.843500,16.074200,15.650200,15.962000,9.230145,0
2009-04-16,16.055500,16.460800,15.912100,16.429600,9.500534,0
2009-04-17,16.336100,16.479500,16.180201,16.336100,9.446469,0
2009-04-20,16.086700,16.086700,15.619000,15.650200,9.049847,0
2009-04-22,15.712600,15.887100,15.500600,15.500600,8.963335,0
2009-04-23,15.681400,16.217600,15.525500,16.186399,9.359907,0
2009-04-24,16.180201,16.510700,16.117800,16.373501,9.468098,0
2009-04-27,16.149000,16.261200,15.793600,15.793600,9.132764,0
2009-04-28,15.587900,16.192699,15.481900,15.962000,9.230145,0
2009-04-29,16.161501,16.909700,16.086700,16.909700,9.778156,0
2009-04-30,17.146601,17.233900,16.766300,16.891001,9.767349,0
2009-05-04,17.302500,17.707800,16.834900,17.707800,10.239662,0
2009-05-05,17.583099,18.225300,17.539499,18.144300,10.500700,0
2009-05-06,18.268999,18.799000,18.206600,18.399900,10.648626,0
2009-05-07,18.431101,18.580700,17.427200,17.595600,10.183146,0
2009-05-08,18.081900,18.113100,17.483299,18.081900,10.464581,0
2009-05-11,17.957199,17.957199,17.321199,17.614300,10.193967,0
2009-05-12,17.707800,17.763901,17.165300,17.383600,10.060459,0
2009-05-13,17.115499,17.127899,16.716400,16.741400,9.688792,0
2009-05-14,16.710199,17.240200,16.647800,17.059299,9.872778,0
2009-05-15,17.021900,17.140400,16.803699,16.959600,9.815077,0
2009-05-18,17.271400,17.901100,17.227699,17.832500,10.320247,0
2009-05-19,17.863701,17.994600,17.595600,17.770201,10.284195,0
2009-05-20,17.770201,18.181700,17.739000,17.801300,10.302192,0
2009-05-21,17.626801,17.813801,17.445900,17.639200,10.208381,0
2009-05-22,17.876200,18.094400,17.421000,17.838699,10.323837,0
2009-05-25,17.838699,18.100599,17.770201,18.050699,10.446535,0
2009-05-26,17.888599,18.605700,17.757700,18.437300,10.670268,0
2009-05-27,18.455999,18.917400,18.362499,18.455999,10.681088,0
2009-05-28,18.674200,19.023399,18.562000,18.948601,10.966170,0
2009-05-29,13.183100,13.200300,12.650600,13.011300,7.530066,1309448037
2009-06-01,13.221800,13.397800,13.032800,13.238900,7.661784,12161356
2009-06-02,13.097200,13.479400,12.882500,12.985600,7.523453,525327824
2009-06-03,12.886800,12.934100,12.289900,12.654900,7.331860,847939213
2009-06-04,12.796600,12.865300,12.457400,12.865300,7.453756,405875331
2009-06-05,13.144500,13.170200,12.667800,12.766600,7.396570,531661985
2009-06-08,12.633500,12.989900,12.599100,12.886800,7.466212,315892986
2009-06-09,13.011300,13.075800,12.624900,12.766600,7.396570,5929892
2009-06-10,12.964100,12.964100,12.616300,12.856800,7.448829,6574719
2009-06-12,12.955500,13.183100,12.826700,13.101500,7.590602,9905743
2009-06-15,12.843900,12.942600,12.431600,12.732200,7.376642,9266272
2009-06-16,12.775200,12.938300,12.607700,12.689300,7.351784,6882345
2009-06-17,12.547600,12.663500,12.410200,12.569000,7.282084,10005413
2009-06-18,12.616300,12.620600,12.380100,12.487500,7.234868,7770059
2009-06-19,12.612000,12.736500,12.466000,12.607700,7.304512,7612404
2009-06-22,12.474600,12.517500,12.113900,12.195500,7.065700,9868250
2009-06-23,12.302800,12.302800,11.826200,11.894900,6.891533,18203959
2009-06-24,11.809000,12.023700,11.787500,11.894900,6.891533,84979056
2009-06-25,11.894900,12.358600,11.890600,12.277100,7.112974,12617555
2009-06-26,12.324300,12.560500,12.277100,12.410200,7.190081,13133137
2009-06-29,12.581900,12.676400,12.371500,12.539000,7.264709,8445160
2009-06-30,12.620600,12.646300,12.367200,12.444500,7.209956,10693088
2009-07-01,12.496000,12.581900,12.345800,12.410200,7.190081,13324792
2009-07-02,12.238400,12.341500,12.135300,12.195500,7.073984,14553433
2009-07-03,12.251300,12.255600,12.015100,12.066600,6.999210,4591801
2009-07-06,11.894900,12.066600,11.851900,12.006500,6.964355,10769704
2009-07-07,12.066600,12.066600,11.830500,11.916300,6.912034,15148891
2009-07-08,11.826200,11.946400,11.486900,11.615800,6.737729,22364012
2009-07-09,null,null,null,null,null,null
2009-07-10,11.594300,11.654400,11.409600,11.538500,6.692888,13167603
2009-07-13,11.654400,11.787500,11.486900,11.684500,6.777576,12329491
2009-07-14,11.766000,11.766000,11.486900,11.650100,6.757623,16522146
2009-07-15,11.787500,12.238400,11.727400,12.152500,7.049037,11227533
2009-07-16,12.028000,12.324300,11.980800,12.238400,7.098866,8350846
2009-07-17,12.212600,12.367200,12.101000,12.264200,7.113829,10408750
2009-07-20,12.397300,12.603400,12.393000,12.603400,7.310587,11342805
2009-07-21,12.667800,12.706500,12.405900,12.474600,7.235875,11216588
2009-07-22,12.350000,12.710800,12.341500,12.526100,7.265742,8865264
2009-07-23,12.667800,13.007100,12.560500,12.831000,7.442604,21051770
2009-07-24,12.762300,12.968400,12.749400,12.934100,7.502404,6572391
2009-07-27,12.946900,13.028500,12.822400,12.925500,7.497417,7872291
2009-07-28,12.818100,12.878200,12.633500,12.865300,7.462499,7850401
2009-07-29,12.732200,12.753700,12.500300,12.646300,7.335469,9055288
2009-07-30,12.878200,12.929800,12.753700,12.783800,7.415223,8203437
2009-07-31,12.736500,12.861100,12.560500,12.689300,7.360405,8195286
2009-08-03,12.882500,13.002800,12.818100,12.946900,7.509837,10619966
2009-08-04,12.904000,13.002800,12.740800,12.805200,7.435990,18115001
2009-08-05,12.861100,13.075800,12.573300,13.032800,7.568156,21995839
2009-08-06,13.075800,13.170200,12.805200,12.861100,7.468451,13526694
2009-08-07,12.946900,13.337700,12.946900,13.140200,7.630525,18024414
2009-08-10,13.097200,13.269000,13.041400,13.269000,7.705322,9479351
2009-08-11,13.200300,13.213200,12.822400,12.878200,7.478385,17321136
2009-08-12,12.882500,13.084300,12.848200,13.011300,7.555671,11674417
2009-08-13,13.097200,13.097200,12.723600,12.869600,7.473385,11632500
2009-08-14,12.818100,12.839600,12.478900,12.775200,7.418566,13413750
2009-08-17,12.496000,12.560500,12.414500,12.414500,7.209107,8365983
2009-08-18,12.517500,12.706500,12.483200,12.616300,7.326299,9789772
2009-08-19,12.496000,12.822400,12.427300,12.775200,7.418566,10820703
2009-08-20,12.826700,12.989900,12.749400,12.989900,7.543243,10067124
2009-08-21,13.054300,13.144500,12.929800,13.011300,7.555671,13881127
2009-08-24,13.054300,13.337700,12.951200,12.951200,7.520770,13362285
2009-08-25,13.032800,13.269000,12.946900,13.054300,7.580643,13343422
2009-08-26,13.054300,13.324800,13.032800,13.269000,7.705322,13699253
2009-08-27,13.290500,13.333400,13.032800,13.269000,7.705322,12206766
2009-08-28,13.269000,13.479400,13.269000,13.354900,7.755200,10359380
2009-08-31,13.247500,13.247500,13.041400,13.204600,7.667923,8614692
2009-09-01,13.217500,13.311900,12.942600,13.054300,7.580643,7541145
2009-09-02,12.994200,13.127300,12.921200,12.934100,7.519218,8075356
